"No.","Time","Source","Destination","Protocol","Length","Info"
"2761","6260.208089414","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"2762","6260.208126245","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=36655 Ack=82006 Win=65535 Len=0"
"2764","6261.184731266","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"2765","6261.185504698","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=82006 Ack=36901 Win=64240 Len=0"
"2766","6261.810727558","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"2767","6261.810865893","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=36901 Ack=82098 Win=65535 Len=0"
"2776","6315.535732855","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"2777","6315.537485801","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=82098 Ack=37147 Win=64240 Len=0"
"2780","6316.043135929","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"2781","6316.043212375","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=37147 Ack=82190 Win=65535 Len=0"
"2784","6321.332264821","149.202.83.171","192.168.217.128","TLSv1.2","489","Application Data"
"2785","6321.332311190","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=37147 Ack=82625 Win=65535 Len=0"
"2798","6333.163399652","192.168.217.128","149.202.83.171","TLSv1.2","300","Application Data"
"2799","6333.164479830","149.202.83.171","192.168.217.128","TCP","60","9000  >  41674 [ACK] Seq=82625 Ack=37393 Win=64240 Len=0"
"2800","6333.814105869","149.202.83.171","192.168.217.128","TLSv1.2","146","Application Data"
"2801","6333.814181093","192.168.217.128","149.202.83.171","TCP","54","41674  >  9000 [ACK] Seq=37393 Ack=82717 Win=65535 Len=0"
